data\PetImages\Dog\7203.jpg,0,1
data\PetImages\Dog\696.jpg,0,1
data\PetImages\Cat\5806.jpg,1,0
data\PetImages\Cat\6851.jpg,1,0
data\PetImages\Cat\6764.jpg,1,0
data\PetImages\Dog\2807.jpg,0,1
data\PetImages\Dog\1965.jpg,0,1
data\PetImages\Dog\8003.jpg,0,1
data\PetImages\Dog\8640.jpg,0,1
data\PetImages\Cat\275.jpg,1,0
data\PetImages\Dog\11058.jpg,0,1
data\PetImages\Dog\6445.jpg,0,1
data\PetImages\Cat\3271.jpg,1,0
data\PetImages\Cat\2770.jpg,1,0
data\PetImages\Cat\11265.jpg,1,0
data\PetImages\Dog\2086.jpg,0,1
data\PetImages\Cat\8973.jpg,1,0
data\PetImages\Dog\12250.jpg,0,1
data\PetImages\Cat\5061.jpg,1,0
data\PetImages\Dog\29.jpg,0,1
data\PetImages\Cat\11569.jpg,1,0
data\PetImages\Cat\1744.jpg,1,0
data\PetImages\Dog\7132.jpg,0,1
data\PetImages\Dog\11692.jpg,0,1
data\PetImages\Cat\1864.jpg,1,0
data\PetImages\Dog\9234.jpg,0,1
data\PetImages\Dog\8809.jpg,0,1
data\PetImages\Cat\7868.jpg,1,0
data\PetImages\Dog\6532.jpg,0,1
data\PetImages\Cat\3242.jpg,1,0
data\PetImages\Dog\10332.jpg,0,1
data\PetImages\Cat\3863.jpg,1,0
data\PetImages\Dog\12167.jpg,0,1
data\PetImages\Cat\4018.jpg,1,0
data\PetImages\Dog\4721.jpg,0,1
data\PetImages\Cat\2424.jpg,1,0
data\PetImages\Dog\9633.jpg,0,1
data\PetImages\Dog\11134.jpg,0,1
data\PetImages\Dog\3821.jpg,0,1
data\PetImages\Dog\4444.jpg,0,1
data\PetImages\Dog\7901.jpg,0,1
data\PetImages\Dog\9565.jpg,0,1
data\PetImages\Dog\8800.jpg,0,1
data\PetImages\Cat\3752.jpg,1,0
data\PetImages\Dog\11577.jpg,0,1
data\PetImages\Cat\9836.jpg,1,0
data\PetImages\Dog\8330.jpg,0,1
data\PetImages\Cat\8024.jpg,1,0
data\PetImages\Cat\6532.jpg,1,0
data\PetImages\Dog\9701.jpg,0,1
data\PetImages\Dog\4760.jpg,0,1
data\PetImages\Dog\5632.jpg,0,1
data\PetImages\Dog\8378.jpg,0,1
data\PetImages\Dog\947.jpg,0,1
data\PetImages\Cat\1033.jpg,1,0
data\PetImages\Cat\791.jpg,1,0
data\PetImages\Dog\7953.jpg,0,1
data\PetImages\Cat\5506.jpg,1,0
data\PetImages\Cat\4629.jpg,1,0
data\PetImages\Cat\574.jpg,1,0
data\PetImages\Dog\7903.jpg,0,1
data\PetImages\Dog\2504.jpg,0,1
data\PetImages\Cat\3929.jpg,1,0
data\PetImages\Cat\5958.jpg,1,0
data\PetImages\Cat\9960.jpg,1,0
data\PetImages\Dog\2303.jpg,0,1
data\PetImages\Cat\7672.jpg,1,0
data\PetImages\Cat\2541.jpg,1,0
data\PetImages\Dog\2838.jpg,0,1
data\PetImages\Dog\7674.jpg,0,1
data\PetImages\Dog\11494.jpg,0,1
data\PetImages\Cat\4737.jpg,1,0
data\PetImages\Dog\164.jpg,0,1
data\PetImages\Dog\2059.jpg,0,1
data\PetImages\Dog\7976.jpg,0,1
data\PetImages\Dog\409.jpg,0,1
data\PetImages\Cat\9087.jpg,1,0
data\PetImages\Cat\3049.jpg,1,0
data\PetImages\Dog\120.jpg,0,1
data\PetImages\Cat\8193.jpg,1,0
data\PetImages\Cat\1961.jpg,1,0
data\PetImages\Cat\5690.jpg,1,0
data\PetImages\Cat\3109.jpg,1,0
data\PetImages\Dog\10414.jpg,0,1
data\PetImages\Dog\5072.jpg,0,1
data\PetImages\Dog\8837.jpg,0,1
data\PetImages\Cat\8661.jpg,1,0
data\PetImages\Cat\9963.jpg,1,0
data\PetImages\Dog\5086.jpg,0,1
data\PetImages\Dog\4222.jpg,0,1
data\PetImages\Dog\4228.jpg,0,1
data\PetImages\Dog\7527.jpg,0,1
data\PetImages\Dog\7915.jpg,0,1
data\PetImages\Dog\1955.jpg,0,1
data\PetImages\Cat\5040.jpg,1,0
data\PetImages\Cat\9115.jpg,1,0
data\PetImages\Cat\5464.jpg,1,0
data\PetImages\Dog\1956.jpg,0,1
data\PetImages\Dog\5141.jpg,0,1
data\PetImages\Dog\5307.jpg,0,1
data\PetImages\Cat\6665.jpg,1,0
data\PetImages\Cat\3253.jpg,1,0
data\PetImages\Dog\7064.jpg,0,1
data\PetImages\Dog\1313.jpg,0,1
data\PetImages\Dog\3590.jpg,0,1
data\PetImages\Dog\10510.jpg,0,1
data\PetImages\Dog\3653.jpg,0,1
data\PetImages\Dog\5103.jpg,0,1
data\PetImages\Cat\8069.jpg,1,0
data\PetImages\Dog\11345.jpg,0,1
data\PetImages\Dog\1697.jpg,0,1
data\PetImages\Cat\4872.jpg,1,0
data\PetImages\Cat\9426.jpg,1,0
data\PetImages\Dog\8397.jpg,0,1
data\PetImages\Dog\10719.jpg,0,1
data\PetImages\Dog\448.jpg,0,1
data\PetImages\Cat\11814.jpg,1,0
data\PetImages\Dog\10408.jpg,0,1
data\PetImages\Cat\11406.jpg,1,0
data\PetImages\Dog\1197.jpg,0,1
data\PetImages\Dog\6883.jpg,0,1
data\PetImages\Dog\4819.jpg,0,1
data\PetImages\Cat\11379.jpg,1,0
data\PetImages\Dog\4917.jpg,0,1
data\PetImages\Dog\6931.jpg,0,1
data\PetImages\Cat\6000.jpg,1,0
data\PetImages\Cat\9259.jpg,1,0
data\PetImages\Dog\9942.jpg,0,1
data\PetImages\Cat\6837.jpg,1,0
data\PetImages\Dog\10966.jpg,0,1
data\PetImages\Cat\8440.jpg,1,0
data\PetImages\Cat\1383.jpg,1,0
data\PetImages\Dog\1854.jpg,0,1
data\PetImages\Cat\9208.jpg,1,0
data\PetImages\Dog\5343.jpg,0,1
data\PetImages\Dog\5909.jpg,0,1
data\PetImages\Cat\12079.jpg,1,0
data\PetImages\Dog\12398.jpg,0,1
data\PetImages\Dog\244.jpg,0,1
data\PetImages\Cat\7549.jpg,1,0
data\PetImages\Cat\3169.jpg,1,0
data\PetImages\Dog\9981.jpg,0,1
data\PetImages\Dog\5090.jpg,0,1
data\PetImages\Cat\6899.jpg,1,0
data\PetImages\Dog\6414.jpg,0,1
data\PetImages\Dog\10419.jpg,0,1
data\PetImages\Dog\10305.jpg,0,1
data\PetImages\Cat\1289.jpg,1,0
data\PetImages\Dog\3823.jpg,0,1
data\PetImages\Cat\7070.jpg,1,0
data\PetImages\Dog\1315.jpg,0,1
data\PetImages\Cat\6680.jpg,1,0
data\PetImages\Dog\5981.jpg,0,1
data\PetImages\Dog\7466.jpg,0,1
data\PetImages\Dog\9336.jpg,0,1
data\PetImages\Cat\1871.jpg,1,0
data\PetImages\Dog\9541.jpg,0,1
data\PetImages\Dog\703.jpg,0,1
data\PetImages\Dog\10079.jpg,0,1
data\PetImages\Cat\11024.jpg,1,0
data\PetImages\Dog\9991.jpg,0,1
data\PetImages\Dog\4537.jpg,0,1
data\PetImages\Dog\6553.jpg,0,1
data\PetImages\Cat\5961.jpg,1,0
data\PetImages\Dog\9446.jpg,0,1
data\PetImages\Cat\6972.jpg,1,0
data\PetImages\Cat\11075.jpg,1,0
data\PetImages\Dog\4990.jpg,0,1
data\PetImages\Cat\1782.jpg,1,0
data\PetImages\Dog\6261.jpg,0,1
data\PetImages\Dog\7632.jpg,0,1
data\PetImages\Dog\10364.jpg,0,1
data\PetImages\Dog\9451.jpg,0,1
data\PetImages\Cat\2075.jpg,1,0
data\PetImages\Cat\11714.jpg,1,0
data\PetImages\Dog\3901.jpg,0,1
data\PetImages\Dog\985.jpg,0,1
data\PetImages\Cat\2873.jpg,1,0
data\PetImages\Cat\5419.jpg,1,0
data\PetImages\Dog\8923.jpg,0,1
data\PetImages\Cat\8885.jpg,1,0
data\PetImages\Dog\678.jpg,0,1
data\PetImages\Cat\68.jpg,1,0
data\PetImages\Dog\8265.jpg,0,1
data\PetImages\Dog\6843.jpg,0,1
data\PetImages\Cat\896.jpg,1,0
data\PetImages\Cat\2615.jpg,1,0
data\PetImages\Cat\8492.jpg,1,0
data\PetImages\Dog\2391.jpg,0,1
data\PetImages\Cat\6026.jpg,1,0
data\PetImages\Dog\1939.jpg,0,1
data\PetImages\Cat\5794.jpg,1,0
data\PetImages\Cat\4889.jpg,1,0
data\PetImages\Cat\3489.jpg,1,0
data\PetImages\Dog\7739.jpg,0,1
data\PetImages\Dog\12264.jpg,0,1
data\PetImages\Cat\4180.jpg,1,0
data\PetImages\Cat\4204.jpg,1,0
data\PetImages\Cat\12374.jpg,1,0
data\PetImages\Cat\6615.jpg,1,0
data\PetImages\Cat\6110.jpg,1,0
data\PetImages\Cat\77.jpg,1,0
data\PetImages\Dog\4471.jpg,0,1
data\PetImages\Cat\10124.jpg,1,0
data\PetImages\Dog\2065.jpg,0,1
data\PetImages\Cat\5816.jpg,1,0
data\PetImages\Dog\2191.jpg,0,1
data\PetImages\Dog\1407.jpg,0,1
data\PetImages\Dog\11258.jpg,0,1
data\PetImages\Dog\12267.jpg,0,1
data\PetImages\Cat\2146.jpg,1,0
data\PetImages\Dog\6601.jpg,0,1
data\PetImages\Cat\694.jpg,1,0
data\PetImages\Dog\10505.jpg,0,1
data\PetImages\Cat\12180.jpg,1,0
data\PetImages\Dog\3507.jpg,0,1
data\PetImages\Dog\10489.jpg,0,1
data\PetImages\Dog\2129.jpg,0,1
data\PetImages\Dog\2124.jpg,0,1
data\PetImages\Dog\2937.jpg,0,1
data\PetImages\Cat\8807.jpg,1,0
data\PetImages\Cat\9000.jpg,1,0
data\PetImages\Dog\11946.jpg,0,1
data\PetImages\Cat\4087.jpg,1,0
